freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction
FL250251,Amy Olson,FEMALE,42.0,Mexico,Spanish,DevOps,19.0,75.0,4.6,False,0.78
FL250252,Fred Stark,MALE,43.0,Germany,German,UI/UX Design,6.0,50.0,0.0,False,0.81
FL250253,Jacob Gill,MALE,34.0,Germany,German,Data Analysis,8.0,75.0,1.8,True,0.71
FL250254,Anthony Nichols,MALE,24.0,Spain,Spanish,Mobile Apps,3.0,75.0,2.0,False,0.79
FL250255,William Knapp,MALE,48.0,South Africa,Afrikaans,UI/UX Design,8.0,30.0,5.0,True,0.99
FL250256,Elizabeth Walker,FEMALE,39.0,South Korea,Korean,Data Analysis,12.0,20.0,3.2,True,0.66
FL250257,Brenda Reeves,FEMALE,57.0,Australia,English,Blockchain Development,30.0,30.0,2.4,False,0.8
FL250258,Carrie Little,FEMALE,44.0,Canada,English,Web Development,21.0,100.0,2.9,False,0.83
FL250259,Steven Jackson,MALE,37.0,Brazil,Portuguese,UI/UX Design,17.0,20.0,0.0,True,0.87
FL250260,Mark Perry,MALE,50.0,Turkey,Turkish,Data Analysis,9.0,30.0,3.0,False,0.76
FL250261,Cameron Spencer,MALE,50.0,Spain,Spanish,UI/UX Design,2.0,50.0,1.6,False,0.89
FL250262,Jennifer Holmes,FEMALE,28.0,France,French,Graphic Design,1.0,20.0,3.6,True,0.94
FL250263,Jacob Joseph,MALE,48.0,Italy,Italian,Web Development,23.0,40.0,2.1,False,0.68
FL250264,Jeffery Tucker,MALE,42.0,Germany,German,DevOps,8.0,30.0,3.6,True,0.96
FL250265,Jacqueline Drake,FEMALE,37.0,Canada,English,Data Analysis,6.0,20.0,2.7,True,0.91
FL250266,Brian Bautista,MALE,21.0,India,Hindi,Blockchain Development,1.0,100.0,2.1,True,0.92
FL250267,Dakota Wells,MALE,50.0,South Korea,Korean,Web Development,19.0,40.0,4.9,False,0.82
FL250268,Julie White,FEMALE,22.0,Argentina,Spanish,AI,2.0,30.0,2.1,False,0.79
FL250269,Barbara Keith,FEMALE,39.0,Japan,Japanese,Web Development,21.0,100.0,0.0,False,0.91
FL250270,Heather Camacho,FEMALE,25.0,Japan,Japanese,Machine Learning,3.0,50.0,2.8,True,0.86
FL250271,Melanie Harris,FEMALE,47.0,South Africa,Afrikaans,Mobile Apps,14.0,40.0,2.6,False,0.69
FL250272,Jacqueline Peterson,FEMALE,35.0,South Africa,Afrikaans,UI/UX Design,10.0,100.0,4.7,True,0.84
FL250273,Nancy Long,FEMALE,41.0,United Kingdom,English,Cybersecurity,5.0,100.0,1.3,False,0.6
FL250274,Mr. Juan Mitchell,MALE,35.0,Netherlands,Dutch,Blockchain Development,6.0,75.0,1.6,True,0.97
FL250275,William Gaines,MALE,59.0,France,French,Web Development,21.0,100.0,0.0,False,0.7
FL250276,Haley Yates,FEMALE,26.0,China,Mandarin,UI/UX Design,4.0,100.0,3.6,False,0.81
FL250277,Richard Mcguire,MALE,44.0,Russia,Russian,Machine Learning,18.0,20.0,4.7,True,0.88
FL250278,Stephanie Fisher,FEMALE,31.0,South Africa,Afrikaans,UI/UX Design,12.0,40.0,2.6,True,1.0
FL250279,Anthony Goodwin DDS,MALE,60.0,Turkey,Turkish,Data Analysis,6.0,40.0,3.2,False,0.95
FL250280,Meagan Walters,FEMALE,23.0,United Kingdom,English,Blockchain Development,4.0,20.0,2.6,False,0.71
FL250281,David Powell,MALE,42.0,Indonesia,Indonesian,UI/UX Design,13.0,20.0,4.7,False,0.85
FL250282,Kelly Jones,FEMALE,48.0,India,Hindi,Mobile Apps,6.0,30.0,2.6,False,0.96
FL250283,Dr. Michael Aguilar,MALE,42.0,Netherlands,Dutch,Graphic Design,10.0,20.0,2.4,True,0.92
FL250284,Alex Novak,MALE,52.0,South Korea,Korean,Cybersecurity,20.0,50.0,2.6,False,0.79
FL250285,Ann Contreras,FEMALE,55.0,Japan,Japanese,Web Development,20.0,75.0,2.9,False,0.79
FL250286,Mary Reed,FEMALE,58.0,South Africa,Afrikaans,Cybersecurity,11.0,50.0,0.0,False,0.79
FL250287,Lauren Ross,FEMALE,46.0,South Korea,Korean,Machine Learning,12.0,20.0,0.0,False,0.89
FL250288,Candice Wise,FEMALE,45.0,Spain,Spanish,Machine Learning,1.0,100.0,1.5,True,1.0
FL250289,Joyce Humphrey,FEMALE,56.0,India,Hindi,Machine Learning,2.0,30.0,1.9,True,0.81
FL250290,James Carr,MALE,44.0,United Kingdom,English,Blockchain Development,13.0,100.0,3.1,True,0.95
FL250291,Joseph Mendoza,MALE,46.0,Indonesia,Indonesian,UI/UX Design,0.0,40.0,1.8,False,0.88
FL250292,Cathy Baldwin,FEMALE,27.0,Japan,Japanese,Web Development,7.0,30.0,2.4,True,0.66
FL250293,Christine Hart,FEMALE,49.0,India,Hindi,Blockchain Development,13.0,100.0,4.2,True,0.84
FL250294,Mike Stanley,MALE,53.0,Mexico,Spanish,Web Development,21.0,50.0,1.4,False,0.79
FL250295,Jeffrey Edwards,MALE,56.0,Australia,English,Web Development,19.0,40.0,1.2,True,0.82
FL250296,Amy Lee,FEMALE,56.0,United Kingdom,English,DevOps,34.0,40.0,2.1,True,0.84
FL250297,Mark Thompson,MALE,38.0,South Africa,Afrikaans,Data Analysis,3.0,100.0,1.4,False,0.73
FL250298,Alex Wilson,MALE,20.0,South Korea,Korean,Mobile Apps,0.0,30.0,3.8,False,0.93
FL250299,Nancy Mendez,FEMALE,38.0,Canada,English,Machine Learning,20.0,50.0,0.0,False,0.64
FL250300,Beth Crane,FEMALE,41.0,Netherlands,Dutch,Mobile Apps,6.0,40.0,3.5,False,0.76
FL250301,Miguel Rogers,MALE,46.0,India,Hindi,Machine Learning,13.0,100.0,0.0,True,0.97
FL250302,Thomas Robles,MALE,36.0,South Africa,Afrikaans,Data Analysis,9.0,75.0,2.2,False,0.95
FL250303,Joel Brown III,MALE,33.0,Russia,Russian,Web Development,2.0,75.0,2.5,False,0.65
FL250304,Olivia Schultz,FEMALE,37.0,Canada,English,Graphic Design,0.0,50.0,4.7,False,0.77
FL250305,Clayton Pena,MALE,20.0,Egypt,Arabic,Data Analysis,0.0,20.0,3.9,False,0.79
FL250306,Ashley Salazar,FEMALE,48.0,China,Mandarin,Data Analysis,2.0,75.0,1.6,False,0.67
FL250307,Robert Lucas,MALE,27.0,France,French,Cybersecurity,2.0,50.0,2.6,False,0.84
FL250308,David Cox,MALE,34.0,South Korea,Korean,Mobile Apps,1.0,30.0,3.6,True,0.87
FL250309,Christian Campbell,MALE,55.0,Brazil,Portuguese,Machine Learning,14.0,30.0,1.2,True,0.91
FL250310,Mrs. Angela Ward,FEMALE,44.0,South Africa,Afrikaans,Machine Learning,14.0,75.0,3.0,False,0.78
FL250311,Lucas Chen,MALE,31.0,Netherlands,Dutch,UI/UX Design,2.0,50.0,3.9,False,0.79
FL250312,Ruben Nelson,MALE,34.0,Australia,English,DevOps,1.0,40.0,1.7,False,0.74
FL250313,Brenda Briggs,FEMALE,47.0,Brazil,Portuguese,DevOps,13.0,20.0,4.5,False,0.91
FL250314,Ronald Smith,MALE,50.0,United States,English,Graphic Design,23.0,40.0,3.6,True,0.71
FL250315,Dakota Giles,MALE,39.0,Germany,German,Cybersecurity,9.0,75.0,3.6,True,0.87
FL250316,Angela Castillo,FEMALE,26.0,Argentina,Spanish,Blockchain Development,3.0,100.0,2.8,True,0.61
FL250317,Allen Lee,MALE,41.0,Netherlands,Dutch,DevOps,0.0,100.0,5.0,False,0.79
FL250318,Michael Rogers,MALE,32.0,Germany,German,Graphic Design,0.0,100.0,1.4,True,0.81
FL250319,Danielle Costa,FEMALE,55.0,Russia,Russian,Data Analysis,17.0,30.0,2.6,False,0.79
FL250320,William Nunez,MALE,32.0,Argentina,Spanish,Machine Learning,9.0,40.0,4.6,True,0.84
FL250321,Christopher Riggs,MALE,30.0,South Korea,Korean,Blockchain Development,4.0,20.0,3.3,False,0.79
FL250322,Kathryn Myers,FEMALE,37.0,Canada,English,Cybersecurity,0.0,40.0,3.7,True,0.79
FL250323,Robert Walls,MALE,52.0,Brazil,Portuguese,Graphic Design,33.0,40.0,0.0,True,0.6
FL250324,Justin Johnson,MALE,48.0,India,Hindi,Cybersecurity,18.0,50.0,0.0,True,0.64
FL250325,Paula Stevens,FEMALE,28.0,Japan,Japanese,Mobile Apps,9.0,40.0,2.6,True,0.64
FL250326,Jennifer Allen,FEMALE,58.0,Spain,Spanish,Data Analysis,40.0,75.0,3.4,True,1.0
FL250327,Mark Hudson,MALE,30.0,Argentina,Spanish,Web Development,1.0,40.0,1.6,True,1.0
FL250328,Jessica Smith,FEMALE,47.0,China,Mandarin,Mobile Apps,5.0,20.0,1.9,False,0.79
FL250329,Mike Dean,MALE,44.0,Argentina,Spanish,AI,4.0,50.0,0.0,True,0.83
FL250330,Jose Wilson,MALE,56.0,Italy,Italian,Machine Learning,13.0,40.0,2.6,True,0.87
FL250331,Tammy Hill,FEMALE,53.0,United States,English,Mobile Apps,33.0,100.0,2.6,False,0.75
FL250332,Nathaniel Flores,MALE,59.0,United Kingdom,English,Mobile Apps,22.0,40.0,1.1,True,0.61
FL250333,Edwin Carter,MALE,60.0,United States,English,DevOps,34.0,40.0,2.5,False,0.93
FL250334,Patricia Miller,FEMALE,33.0,Germany,German,Mobile Apps,8.0,30.0,3.6,True,0.79
FL250335,Rebecca Schneider,FEMALE,21.0,Argentina,Spanish,Web Development,1.0,20.0,2.6,False,0.99
FL250336,John Greene,MALE,54.0,United Kingdom,English,UI/UX Design,20.0,50.0,4.4,False,0.73
FL250337,Brittany Mcdowell,FEMALE,33.0,United States,English,Graphic Design,11.0,75.0,2.1,False,0.96
FL250338,Lori Miller,FEMALE,57.0,Turkey,Turkish,Data Analysis,2.0,40.0,0.0,False,0.6
FL250339,Joseph Robinson,MALE,36.0,South Korea,Korean,Graphic Design,6.0,20.0,1.0,True,0.64
FL250340,Aaron Pruitt,MALE,50.0,Germany,German,Blockchain Development,20.0,30.0,0.0,False,0.79
FL250341,Victoria Miller,FEMALE,37.0,Canada,English,DevOps,9.0,20.0,4.9,False,0.79
FL250342,Clarence Vega,MALE,53.0,Italy,Italian,AI,4.0,30.0,4.7,False,0.99
FL250343,Deborah Day,FEMALE,22.0,Italy,Italian,Blockchain Development,3.0,40.0,2.1,False,0.79
FL250344,Nicole Rocha,FEMALE,55.0,Netherlands,Dutch,Mobile Apps,33.0,40.0,1.5,True,0.71
FL250345,Elijah Green,MALE,22.0,Australia,English,Cybersecurity,1.0,40.0,2.6,False,0.72
FL250346,Emily Johnson,FEMALE,45.0,Turkey,Turkish,Web Development,23.0,50.0,0.0,False,0.66
FL250347,Richard Velasquez Jr.,MALE,36.0,France,French,Data Analysis,13.0,40.0,2.6,False,0.78
FL250348,Kurt Wilson,MALE,23.0,Australia,English,DevOps,1.0,20.0,4.0,True,1.0
FL250349,Jeremiah Rodriguez,MALE,55.0,Italy,Italian,DevOps,15.0,40.0,4.5,False,0.79
FL250350,Lauren Lang,FEMALE,50.0,Brazil,Portuguese,Mobile Apps,18.0,75.0,3.8,False,0.67
FL250351,Matthew Phillips,MALE,48.0,United States,English,Machine Learning,21.0,50.0,4.0,False,0.78
FL250352,Michael Andersen,MALE,23.0,Netherlands,Dutch,DevOps,1.0,40.0,4.9,True,0.78
FL250353,Amanda Mayo,FEMALE,49.0,Canada,English,Web Development,25.0,30.0,3.4,False,0.75
FL250354,Jessica Vance,FEMALE,47.0,Italy,Italian,Cybersecurity,12.0,50.0,2.1,True,0.67
FL250355,Alexa Gallegos,FEMALE,56.0,Japan,Japanese,Graphic Design,32.0,40.0,0.0,True,0.86
FL250356,Charles Pratt,MALE,58.0,Argentina,Spanish,UI/UX Design,9.0,100.0,4.5,False,0.77
FL250357,Brian Baker,MALE,32.0,South Korea,Korean,UI/UX Design,10.0,30.0,3.8,False,0.61
FL250358,Christina Norman,FEMALE,52.0,India,Hindi,UI/UX Design,0.0,40.0,4.3,False,0.9
FL250359,Laura Kelly,FEMALE,22.0,China,Mandarin,Data Analysis,1.0,50.0,0.0,False,0.98
FL250360,John Webb,MALE,20.0,India,Hindi,Cybersecurity,2.0,30.0,2.6,True,0.99
FL250361,Christopher Burton,MALE,56.0,Netherlands,Dutch,Data Analysis,9.0,40.0,2.6,False,0.61
FL250362,Bradley Aguilar,MALE,41.0,Japan,Japanese,Data Analysis,22.0,50.0,1.6,True,0.61
FL250363,Arthur Vasquez,MALE,25.0,Argentina,Spanish,Blockchain Development,5.0,30.0,2.3,False,0.91
FL250364,Angela Castro,FEMALE,44.0,Canada,English,Cybersecurity,6.0,75.0,4.6,True,0.72
FL250365,Summer Yoder,FEMALE,46.0,Australia,English,Web Development,26.0,100.0,2.1,False,0.79
FL250366,Jackie Allen,FEMALE,40.0,South Korea,Korean,Blockchain Development,9.0,40.0,1.5,False,0.96
FL250367,Brandon Williams,MALE,41.0,China,Mandarin,AI,9.0,40.0,1.7,True,0.72
FL250368,Manuel Torres,MALE,31.0,Japan,Japanese,Data Analysis,11.0,40.0,3.3,False,0.79
FL250369,Scott Keller,MALE,33.0,South Korea,Korean,Machine Learning,9.0,40.0,4.3,True,0.63
FL250370,Deborah Brown,FEMALE,31.0,Brazil,Portuguese,Machine Learning,3.0,20.0,2.6,False,0.79
FL250371,Jennifer Lara,FEMALE,49.0,Italy,Italian,Data Analysis,15.0,75.0,2.6,False,0.83
FL250372,Jason Scott,MALE,35.0,Mexico,Spanish,Graphic Design,12.0,20.0,4.1,False,0.94
FL250373,Gregory Garrison,MALE,45.0,India,Hindi,Data Analysis,19.0,40.0,2.2,True,0.78
FL250374,Chelsea Anderson,FEMALE,39.0,Netherlands,Dutch,Data Analysis,13.0,30.0,1.1,True,0.79
FL250375,Gerald Johnson,MALE,41.0,Argentina,Spanish,Blockchain Development,9.0,50.0,2.1,True,0.82
FL250376,Kevin Ellis,MALE,24.0,Germany,German,Cybersecurity,3.0,30.0,2.3,False,0.66
FL250377,Mitchell Keller,MALE,50.0,Australia,English,Graphic Design,26.0,40.0,3.6,True,0.82
FL250378,Mary Brown,FEMALE,23.0,Germany,German,Machine Learning,4.0,20.0,4.7,True,0.84
FL250379,Ronald Walls,MALE,27.0,Canada,English,Cybersecurity,8.0,20.0,4.8,False,0.81
FL250380,Anthony Avila,MALE,58.0,South Africa,Afrikaans,AI,10.0,75.0,4.2,False,0.71
FL250381,Douglas Goodwin,MALE,37.0,Italy,Italian,Machine Learning,5.0,40.0,4.8,True,0.61
FL250382,James Mills,MALE,39.0,Spain,Spanish,Blockchain Development,18.0,75.0,4.0,True,0.66
FL250383,Nicole Marks,FEMALE,46.0,Egypt,Arabic,Data Analysis,10.0,20.0,2.5,True,0.97
FL250384,Phyllis Dawson,FEMALE,41.0,United Kingdom,English,UI/UX Design,0.0,20.0,4.8,False,0.74
FL250385,Renee Arnold,FEMALE,39.0,Mexico,Spanish,Blockchain Development,21.0,30.0,4.7,False,0.61
FL250386,Eric Robinson,MALE,59.0,Egypt,Arabic,Blockchain Development,25.0,20.0,4.0,False,0.9
FL250387,Paul Brown,MALE,21.0,Netherlands,Dutch,DevOps,0.0,40.0,4.1,True,0.97
FL250388,Sarah Proctor,FEMALE,23.0,Canada,English,DevOps,5.0,100.0,3.2,True,0.79
FL250389,Matthew Hicks,MALE,27.0,Egypt,Arabic,Web Development,1.0,20.0,4.3,False,0.76
FL250390,Christopher Black,MALE,27.0,China,Mandarin,Cybersecurity,4.0,40.0,4.4,False,0.92
FL250391,Joanne Reyes,FEMALE,48.0,South Africa,Afrikaans,Data Analysis,21.0,40.0,2.3,False,0.79
FL250392,Isaac Gray,MALE,21.0,South Africa,Afrikaans,AI,1.0,20.0,2.4,True,0.66
FL250393,Joshua Roberts,MALE,37.0,Italy,Italian,DevOps,9.0,50.0,4.6,False,0.83
FL250394,Elizabeth Estrada,FEMALE,31.0,Germany,German,UI/UX Design,10.0,50.0,0.0,False,0.79
FL250395,Lori Malone,FEMALE,41.0,Egypt,Arabic,Blockchain Development,21.0,40.0,0.0,True,0.79
FL250396,Anthony Huynh MD,MALE,31.0,Russia,Russian,Cybersecurity,0.0,20.0,4.2,True,0.82
FL250397,Mindy York,FEMALE,58.0,Argentina,Spanish,Data Analysis,0.0,50.0,2.3,False,0.77
FL250398,Ms. Christine Cherry,FEMALE,45.0,Netherlands,Dutch,Data Analysis,17.0,50.0,4.7,True,0.73
FL250399,Daniel Foster,MALE,51.0,South Korea,Korean,Cybersecurity,5.0,40.0,3.0,True,0.88
FL250400,Mr. David Valencia,MALE,54.0,United States,English,UI/UX Design,3.0,30.0,2.4,False,0.81
FL250401,Ethan Adams,MALE,22.0,Russia,Russian,Data Analysis,1.0,20.0,1.7,False,0.78
FL250402,Brett Moore,MALE,36.0,Turkey,Turkish,Cybersecurity,2.0,75.0,0.0,False,0.92
FL250403,Phillip Griffin,MALE,50.0,Germany,German,DevOps,32.0,30.0,2.6,False,0.64
FL250404,Stacie Wall,FEMALE,41.0,Australia,English,Blockchain Development,14.0,30.0,0.0,True,0.78
FL250405,Jacob Austin,MALE,41.0,South Africa,Afrikaans,Web Development,10.0,20.0,1.8,True,0.85
FL250406,Sabrina Davidson,FEMALE,51.0,Netherlands,Dutch,Cybersecurity,27.0,50.0,0.0,False,0.78
FL250407,Dustin Douglas,MALE,21.0,France,French,AI,2.0,30.0,3.8,True,0.98
FL250408,Steven Norris,MALE,51.0,Japan,Japanese,AI,33.0,40.0,0.0,True,0.63
FL250409,Mindy Sullivan,FEMALE,37.0,Indonesia,Indonesian,Graphic Design,11.0,40.0,3.6,False,0.73
FL250410,Elizabeth Stone,FEMALE,20.0,Spain,Spanish,Graphic Design,2.0,30.0,0.0,False,0.94
FL250411,Diane Flores,FEMALE,50.0,Australia,English,Web Development,31.0,50.0,4.1,False,0.81
FL250412,Jessica Erickson,FEMALE,58.0,Turkey,Turkish,Graphic Design,17.0,50.0,2.6,True,0.61
FL250413,Sara Moses,FEMALE,40.0,Brazil,Portuguese,UI/UX Design,2.0,100.0,0.0,False,0.79
FL250414,Allison Henderson,FEMALE,26.0,Egypt,Arabic,Web Development,2.0,20.0,1.3,False,0.83
FL250415,Susan Dixon,FEMALE,44.0,South Korea,Korean,Cybersecurity,22.0,30.0,4.1,True,0.79
FL250416,David Morrison,MALE,42.0,Mexico,Spanish,Machine Learning,8.0,50.0,2.4,False,0.68
FL250417,Jason Carter,MALE,38.0,Mexico,Spanish,Data Analysis,9.0,50.0,0.0,False,0.74
FL250418,James Jacobs,MALE,51.0,Egypt,Arabic,Web Development,32.0,100.0,4.4,False,0.91
FL250419,Kathleen Quinn,FEMALE,36.0,France,French,AI,8.0,100.0,2.2,True,0.97
FL250420,Natalie Frank MD,FEMALE,37.0,Australia,English,Mobile Apps,10.0,30.0,0.0,False,0.96
FL250421,Michael Reed,MALE,31.0,South Africa,Afrikaans,DevOps,0.0,50.0,1.1,True,0.73
FL250422,Sheila Smith,FEMALE,47.0,India,Hindi,Cybersecurity,22.0,40.0,1.4,True,0.72
FL250423,Morgan Ford,FEMALE,60.0,Mexico,Spanish,UI/UX Design,34.0,100.0,0.0,True,0.74
FL250424,Linda Schultz,FEMALE,48.0,Argentina,Spanish,Mobile Apps,5.0,30.0,1.5,False,0.79
FL250425,Regina Daniel,FEMALE,24.0,India,Hindi,AI,3.0,20.0,0.0,True,0.79
FL250426,Allison Perkins,FEMALE,35.0,Netherlands,Dutch,Machine Learning,10.0,75.0,0.0,False,0.74
FL250427,Bradley Weaver,MALE,35.0,United States,English,DevOps,9.0,100.0,3.5,True,0.71
FL250428,Sarah Hall,FEMALE,29.0,Netherlands,Dutch,UI/UX Design,6.0,40.0,4.8,False,0.83
FL250429,Diana Walton,FEMALE,36.0,Italy,Italian,Machine Learning,1.0,75.0,2.6,False,0.63
FL250430,Donna Davis,FEMALE,44.0,Canada,English,AI,0.0,40.0,4.8,False,0.84
FL250431,Christopher Mcclain,MALE,44.0,South Africa,Afrikaans,Web Development,9.0,40.0,1.4,False,0.93
FL250432,Dr. Paul Williamson,MALE,40.0,India,Hindi,AI,13.0,100.0,1.1,True,0.79
FL250433,Barbara Brown,FEMALE,53.0,Netherlands,Dutch,Machine Learning,13.0,50.0,3.3,True,0.93
FL250434,Kimberly Allen,FEMALE,35.0,Germany,German,Blockchain Development,0.0,30.0,4.6,False,0.97
FL250435,Elizabeth Edwards,FEMALE,27.0,Argentina,Spanish,Machine Learning,7.0,75.0,2.8,True,0.92
FL250436,Anthony Downs,MALE,34.0,Australia,English,DevOps,6.0,50.0,5.0,True,0.92
FL250437,Jack Ortega,MALE,24.0,India,Hindi,Cybersecurity,2.0,75.0,4.7,False,0.68
FL250438,Marvin Moore,MALE,57.0,United States,English,UI/UX Design,13.0,100.0,3.5,False,0.95
FL250439,Tony French,MALE,28.0,South Korea,Korean,UI/UX Design,7.0,100.0,4.3,False,0.76
FL250440,Stacy Hudson,FEMALE,26.0,Italy,Italian,DevOps,7.0,100.0,3.3,True,0.66
FL250441,Scott Washington,MALE,34.0,Argentina,Spanish,Mobile Apps,15.0,75.0,2.6,False,0.73
FL250442,Timothy Wright,MALE,43.0,Japan,Japanese,AI,9.0,20.0,2.8,False,0.99
FL250443,Joseph Gonzalez,MALE,31.0,China,Mandarin,Graphic Design,5.0,40.0,2.7,True,0.94
FL250444,Andrea Perez,FEMALE,34.0,China,Mandarin,Blockchain Development,9.0,50.0,0.0,False,0.84
FL250445,Angel Collins,FEMALE,32.0,Russia,Russian,Cybersecurity,10.0,20.0,2.6,True,0.92
FL250446,Daniel Terry,MALE,24.0,Egypt,Arabic,DevOps,6.0,75.0,4.3,True,0.79
FL250447,Steven Whitaker,MALE,35.0,United Kingdom,English,AI,8.0,50.0,2.6,False,0.9
FL250448,Denise Neal,FEMALE,22.0,Australia,English,Mobile Apps,4.0,20.0,2.6,False,0.73
FL250449,Amanda Jacobs,FEMALE,55.0,Egypt,Arabic,AI,3.0,100.0,2.6,True,0.73
FL250450,Karen Mercer,FEMALE,54.0,Argentina,Spanish,Machine Learning,9.0,30.0,2.9,True,0.78
FL250451,Lindsay Hudson,FEMALE,36.0,Netherlands,Dutch,Cybersecurity,11.0,30.0,0.0,True,0.63
FL250452,Stephanie Armstrong,FEMALE,36.0,Netherlands,Dutch,AI,17.0,50.0,1.3,False,0.64
FL250453,Dr. Jessica Campbell,FEMALE,25.0,Argentina,Spanish,Web Development,1.0,75.0,0.0,True,0.79
FL250454,Curtis Maxwell,MALE,46.0,Indonesia,Indonesian,AI,16.0,20.0,4.8,True,0.86
FL250455,Adam Kelly PhD,MALE,41.0,Argentina,Spanish,Machine Learning,11.0,40.0,2.4,False,0.79
FL250456,Julie Becker,FEMALE,21.0,Russia,Russian,Mobile Apps,3.0,100.0,4.7,False,0.96
FL250457,James Moore,MALE,29.0,United States,English,Graphic Design,9.0,75.0,2.0,False,0.79
FL250458,Danielle Barrera,FEMALE,44.0,United States,English,Mobile Apps,3.0,50.0,2.2,False,0.77
FL250459,David Sanchez,MALE,40.0,Canada,English,Machine Learning,1.0,100.0,2.1,True,0.79
FL250460,Tiffany Bowman,FEMALE,27.0,Egypt,Arabic,Data Analysis,1.0,30.0,1.7,False,0.65
FL250461,Jesus Quinn,MALE,53.0,France,French,Mobile Apps,35.0,40.0,5.0,True,0.62
FL250462,Mr. Danny Morris DDS,MALE,20.0,Turkey,Turkish,Data Analysis,1.0,50.0,2.9,False,0.81
FL250463,Nicole York,FEMALE,41.0,Japan,Japanese,DevOps,12.0,50.0,4.1,True,0.62
FL250464,John Mathis,MALE,26.0,Mexico,Spanish,Web Development,8.0,40.0,4.9,False,0.87
FL250465,Julie Barnett,FEMALE,49.0,Brazil,Portuguese,Machine Learning,13.0,100.0,2.5,False,0.79
FL250466,Jasmine Harris,FEMALE,20.0,Egypt,Arabic,Data Analysis,0.0,30.0,0.0,True,0.76
FL250467,Mary Henry,FEMALE,39.0,China,Mandarin,Blockchain Development,11.0,100.0,2.8,False,0.7
FL250468,Judith Riggs,FEMALE,41.0,China,Mandarin,Machine Learning,19.0,100.0,3.8,True,0.71
FL250469,Justin Ruiz,MALE,59.0,Canada,English,Mobile Apps,30.0,30.0,4.3,True,0.83
FL250470,Jennifer Sullivan,FEMALE,45.0,Australia,English,Blockchain Development,8.0,40.0,0.0,False,0.78
FL250471,Jesse Moran,MALE,22.0,Indonesia,Indonesian,Cybersecurity,0.0,40.0,1.3,True,0.78
FL250472,Monica Smith,FEMALE,48.0,India,Hindi,Mobile Apps,7.0,50.0,4.7,True,0.6
FL250473,Ian May,MALE,36.0,France,French,Blockchain Development,11.0,40.0,1.3,True,0.79
FL250474,Kayla Meyers,FEMALE,57.0,China,Mandarin,Blockchain Development,9.0,75.0,4.8,True,0.79
FL250475,John Bray,MALE,42.0,United States,English,UI/UX Design,14.0,30.0,1.3,False,0.94
FL250476,James Smith,MALE,31.0,Indonesia,Indonesian,Cybersecurity,11.0,50.0,4.3,False,0.62
FL250477,Mark Duncan,MALE,52.0,Spain,Spanish,Cybersecurity,31.0,30.0,2.6,True,0.79
FL250478,Matthew Gay,MALE,56.0,Netherlands,Dutch,DevOps,16.0,30.0,0.0,True,0.79
FL250479,Cheryl Freeman,FEMALE,24.0,Netherlands,Dutch,DevOps,6.0,30.0,0.0,True,0.84
FL250480,Patrick Welch,MALE,48.0,Canada,English,DevOps,21.0,75.0,2.7,True,0.79
FL250481,Craig Levine,MALE,59.0,France,French,Cybersecurity,13.0,40.0,2.4,False,0.65
FL250482,Richard Harvey,MALE,41.0,United Kingdom,English,Web Development,9.0,40.0,1.9,True,0.94
FL250483,Bonnie Sherman,FEMALE,41.0,Netherlands,Dutch,Mobile Apps,11.0,20.0,3.6,False,0.69
FL250484,Keith Trujillo,MALE,25.0,Netherlands,Dutch,Mobile Apps,0.0,50.0,2.9,True,0.65
FL250485,Corey Combs,MALE,31.0,Egypt,Arabic,Mobile Apps,2.0,75.0,2.8,False,0.6
FL250486,Antonio King,MALE,40.0,Turkey,Turkish,DevOps,12.0,75.0,2.6,False,0.79
FL250487,Amy Lee,FEMALE,48.0,Russia,Russian,Blockchain Development,13.0,100.0,2.7,False,0.62
FL250488,Jennifer Rogers,FEMALE,24.0,South Africa,Afrikaans,Mobile Apps,6.0,30.0,1.1,True,0.79
FL250489,Jeffrey Cooper,MALE,33.0,Indonesia,Indonesian,Web Development,10.0,30.0,0.0,True,0.89
FL250490,Allison Williams,FEMALE,43.0,Brazil,Portuguese,UI/UX Design,2.0,40.0,0.0,True,0.89
FL250491,Raymond Sherman,MALE,43.0,Spain,Spanish,Blockchain Development,4.0,50.0,0.0,True,1.0
FL250492,Jennifer Nelson,FEMALE,33.0,Australia,English,Web Development,11.0,40.0,4.6,True,0.79
FL250493,Jennifer Carter,FEMALE,49.0,Russia,Russian,UI/UX Design,14.0,40.0,1.5,False,0.6
FL250494,Todd Williams,MALE,55.0,Canada,English,UI/UX Design,10.0,40.0,2.0,False,0.85
FL250495,Emily Horton,FEMALE,33.0,South Korea,Korean,Graphic Design,3.0,40.0,1.6,False,0.83
FL250496,Lance Lester,MALE,32.0,Argentina,Spanish,AI,3.0,30.0,1.5,False,0.96
FL250497,Kevin Flores,MALE,58.0,Netherlands,Dutch,Blockchain Development,33.0,40.0,4.1,True,0.83
FL250498,Aaron Stewart PhD,MALE,49.0,Indonesia,Indonesian,Data Analysis,24.0,100.0,4.7,False,0.6
FL250499,Robin Moore,FEMALE,22.0,Russia,Russian,UI/UX Design,3.0,100.0,3.6,True,0.78
FL250500,Suzanne Ingram,FEMALE,40.0,Egypt,Arabic,Web Development,11.0,20.0,1.8,True,0.9
