freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction
FL250268,Julie White,FEMALE,22,Argentina,Spanish,AI,2,30,2.1,FALSE,0.79
FL250269,Barbara Keith,FEMALE,39,Japan,Japanese,Web Development,21,100,0,FALSE,0.91
FL250270,Heather Camacho,FEMALE,25,Japan,Japanese,Machine Learning,3,50,2.8,TRUE,0.86
FL250271,Melanie Harris,FEMALE,47,South Africa,Afrikaans,Mobile Apps,14,40,2.6,FALSE,0.69
FL250272,Jacqueline Peterson,FEMALE,35,South Africa,Afrikaans,UI/UX Design,10,100,4.7,TRUE,0.84
FL250273,Nancy Long,FEMALE,41,United Kingdom,English,Cybersecurity,5,100,1.3,FALSE,0.6
FL250274,Mr. Juan Mitchell,MALE,35,Netherlands,Dutch,Blockchain Development,6,75,1.6,TRUE,0.97
FL250275,William Gaines,MALE,59,France,French,Web Development,21,100,0,FALSE,0.7
FL250276,Haley Yates,FEMALE,26,China,Mandarin,UI/UX Design,4,100,3.6,FALSE,0.81
FL250277,Richard Mcguire,MALE,44,Russia,Russian,Machine Learning,18,20,4.7,TRUE,0.88
FL250278,Stephanie Fisher,FEMALE,31,South Africa,Afrikaans,UI/UX Design,12,40,2.6,TRUE,1
FL250279,Anthony Goodwin DDS,MALE,60,Turkey,Turkish,Data Analysis,6,40,3.2,FALSE,0.95
FL250280,Meagan Walters,FEMALE,23,United Kingdom,English,Blockchain Development,4,20,2.6,FALSE,0.71
FL250281,David Powell,MALE,42,Indonesia,Indonesian,UI/UX Design,13,20,4.7,FALSE,0.85
FL250282,Kelly Jones,FEMALE,48,India,Hindi,Mobile Apps,6,30,2.6,FALSE,0.96
FL250283,Dr. Michael Aguilar,MALE,42,Netherlands,Dutch,Graphic Design,10,20,2.4,TRUE,0.92
FL250284,Alex Novak,MALE,52,South Korea,Korean,Cybersecurity,20,50,2.6,FALSE,0.79
FL250285,Ann Contreras,FEMALE,55,Japan,Japanese,Web Development,20,75,2.9,FALSE,0.79
FL250286,Mary Reed,FEMALE,58,South Africa,Afrikaans,Cybersecurity,11,50,0,FALSE,0.79
FL250287,Lauren Ross,FEMALE,46,South Korea,Korean,Machine Learning,12,20,0,FALSE,0.89
FL250288,Candice Wise,FEMALE,45,Spain,Spanish,Machine Learning,1,100,1.5,TRUE,1
FL250289,Joyce Humphrey,FEMALE,56,India,Hindi,Machine Learning,2,30,1.9,TRUE,0.81
FL250290,James Carr,MALE,44,United Kingdom,English,Blockchain Development,13,100,3.1,TRUE,0.95
FL250291,Joseph Mendoza,MALE,46,Indonesia,Indonesian,UI/UX Design,0,40,1.8,FALSE,0.88
FL250292,Cathy Baldwin,FEMALE,27,Japan,Japanese,Web Development,7,30,2.4,TRUE,0.66
FL250293,Christine Hart,FEMALE,49,India,Hindi,Blockchain Development,13,100,4.2,TRUE,0.84
FL250294,Mike Stanley,MALE,53,Mexico,Spanish,Web Development,21,50,1.4,FALSE,0.79
FL250295,Jeffrey Edwards,MALE,56,Australia,English,Web Development,19,40,1.2,TRUE,0.82
FL250296,Amy Lee,FEMALE,56,United Kingdom,English,DevOps,34,40,2.1,TRUE,0.84
FL250297,Mark Thompson,MALE,38,South Africa,Afrikaans,Data Analysis,3,100,1.4,FALSE,0.73
FL250298,Alex Wilson,MALE,20,South Korea,Korean,Mobile Apps,0,30,3.8,FALSE,0.93
FL250299,Nancy Mendez,FEMALE,38,Canada,English,Machine Learning,20,50,0,FALSE,0.64
FL250300,Beth Crane,FEMALE,41,Netherlands,Dutch,Mobile Apps,6,40,3.5,FALSE,0.76
FL250301,Miguel Rogers,MALE,46,India,Hindi,Machine Learning,13,100,0,TRUE,0.97
FL250302,Thomas Robles,MALE,36,South Africa,Afrikaans,Data Analysis,9,75,2.2,FALSE,0.95
FL250303,Joel Brown III,MALE,33,Russia,Russian,Web Development,2,75,2.5,FALSE,0.65
FL250304,Olivia Schultz,FEMALE,37,Canada,English,Graphic Design,0,50,4.7,FALSE,0.77
FL250305,Clayton Pena,MALE,20,Egypt,Arabic,Data Analysis,0,20,3.9,FALSE,0.79
FL250306,Ashley Salazar,FEMALE,48,China,Mandarin,Data Analysis,2,75,1.6,FALSE,0.67
FL250307,Robert Lucas,MALE,27,France,French,Cybersecurity,2,50,2.6,FALSE,0.84
FL250308,David Cox,MALE,34,South Korea,Korean,Mobile Apps,1,30,3.6,TRUE,0.87
FL250309,Christian Campbell,MALE,55,Brazil,Portuguese,Machine Learning,14,30,1.2,TRUE,0.91
FL250310,Mrs. Angela Ward,FEMALE,44,South Africa,Afrikaans,Machine Learning,14,75,3,FALSE,0.78
FL250311,Lucas Chen,MALE,31,Netherlands,Dutch,UI/UX Design,2,50,3.9,FALSE,0.79
FL250312,Ruben Nelson,MALE,34,Australia,English,DevOps,1,40,1.7,FALSE,0.74
FL250313,Brenda Briggs,FEMALE,47,Brazil,Portuguese,DevOps,13,20,4.5,FALSE,0.91
FL250314,Ronald Smith,MALE,50,United States,English,Graphic Design,23,40,3.6,TRUE,0.71
FL250315,Dakota Giles,MALE,39,Germany,German,Cybersecurity,9,75,3.6,TRUE,0.87
FL250316,Angela Castillo,FEMALE,26,Argentina,Spanish,Blockchain Development,3,100,2.8,TRUE,0.61
FL250317,Allen Lee,MALE,41,Netherlands,Dutch,DevOps,0,100,5,FALSE,0.79
FL250318,Michael Rogers,MALE,32,Germany,German,Graphic Design,0,100,1.4,TRUE,0.81
FL250319,Danielle Costa,FEMALE,55,Russia,Russian,Data Analysis,17,30,2.6,FALSE,0.79
FL250320,William Nunez,MALE,32,Argentina,Spanish,Machine Learning,9,40,4.6,TRUE,0.84
FL250321,Christopher Riggs,MALE,30,South Korea,Korean,Blockchain Development,4,20,3.3,FALSE,0.79
FL250322,Kathryn Myers,FEMALE,37,Canada,English,Cybersecurity,0,40,3.7,TRUE,0.79
FL250323,Robert Walls,MALE,52,Brazil,Portuguese,Graphic Design,33,40,0,TRUE,0.6
FL250324,Justin Johnson,MALE,48,India,Hindi,Cybersecurity,18,50,0,TRUE,0.64
FL250325,Paula Stevens,FEMALE,28,Japan,Japanese,Mobile Apps,9,40,2.6,TRUE,0.64
FL250326,Jennifer Allen,FEMALE,58,Spain,Spanish,Data Analysis,40,75,3.4,TRUE,1
FL250327,Mark Hudson,MALE,30,Argentina,Spanish,Web Development,1,40,1.6,TRUE,1
FL250328,Jessica Smith,FEMALE,47,China,Mandarin,Mobile Apps,5,20,1.9,FALSE,0.79
FL250329,Mike Dean,MALE,44,Argentina,Spanish,AI,4,50,0,TRUE,0.83
FL250330,Jose Wilson,MALE,56,Italy,Italian,Machine Learning,13,40,2.6,TRUE,0.87
FL250331,Tammy Hill,FEMALE,53,United States,English,Mobile Apps,33,100,2.6,FALSE,0.75
FL250332,Nathaniel Flores,MALE,59,United Kingdom,English,Mobile Apps,22,40,1.1,TRUE,0.61
FL250333,Edwin Carter,MALE,60,United States,English,DevOps,34,40,2.5,FALSE,0.93
FL250334,Patricia Miller,FEMALE,33,Germany,German,Mobile Apps,8,30,3.6,TRUE,0.79
FL250335,Rebecca Schneider,FEMALE,21,Argentina,Spanish,Web Development,1,20,2.6,FALSE,0.99
FL250336,John Greene,MALE,54,United Kingdom,English,UI/UX Design,20,50,4.4,FALSE,0.73
FL250337,Brittany Mcdowell,FEMALE,33,United States,English,Graphic Design,11,75,2.1,FALSE,0.96
FL250338,Lori Miller,FEMALE,57,Turkey,Turkish,Data Analysis,2,40,0,FALSE,0.6
FL250339,Joseph Robinson,MALE,36,South Korea,Korean,Graphic Design,6,20,1,TRUE,0.64
FL250340,Aaron Pruitt,MALE,50,Germany,German,Blockchain Development,20,30,0,FALSE,0.79
FL250341,Victoria Miller,FEMALE,37,Canada,English,DevOps,9,20,4.9,FALSE,0.79
FL250342,Clarence Vega,MALE,53,Italy,Italian,AI,4,30,4.7,FALSE,0.99
FL250343,Deborah Day,FEMALE,22,Italy,Italian,Blockchain Development,3,40,2.1,FALSE,0.79
FL250344,Nicole Rocha,FEMALE,55,Netherlands,Dutch,Mobile Apps,33,40,1.5,TRUE,0.71
FL250345,Elijah Green,MALE,22,Australia,English,Cybersecurity,1,40,2.6,FALSE,0.72
FL250346,Emily Johnson,FEMALE,45,Turkey,Turkish,Web Development,23,50,0,FALSE,0.66
FL250347,Richard Velasquez Jr.,MALE,36,France,French,Data Analysis,13,40,2.6,FALSE,0.78
FL250348,Kurt Wilson,MALE,23,Australia,English,DevOps,1,20,4,TRUE,1
FL250349,Jeremiah Rodriguez,MALE,55,Italy,Italian,DevOps,15,40,4.5,FALSE,0.79
FL250350,Lauren Lang,FEMALE,50,Brazil,Portuguese,Mobile Apps,18,75,3.8,FALSE,0.67
FL250351,Matthew Phillips,MALE,48,United States,English,Machine Learning,21,50,4,FALSE,0.78
FL250352,Michael Andersen,MALE,23,Netherlands,Dutch,DevOps,1,40,4.9,TRUE,0.78
FL250353,Amanda Mayo,FEMALE,49,Canada,English,Web Development,25,30,3.4,FALSE,0.75
FL250354,Jessica Vance,FEMALE,47,Italy,Italian,Cybersecurity,12,50,2.1,TRUE,0.67
FL250355,Alexa Gallegos,FEMALE,56,Japan,Japanese,Graphic Design,32,40,0,TRUE,0.86
FL250356,Charles Pratt,MALE,58,Argentina,Spanish,UI/UX Design,9,100,4.5,FALSE,0.77
FL250357,Brian Baker,MALE,32,South Korea,Korean,UI/UX Design,10,30,3.8,FALSE,0.61
FL250358,Christina Norman,FEMALE,52,India,Hindi,UI/UX Design,0,40,4.3,FALSE,0.9
FL250359,Laura Kelly,FEMALE,22,China,Mandarin,Data Analysis,1,50,0,FALSE,0.98
FL250360,John Webb,MALE,20,India,Hindi,Cybersecurity,2,30,2.6,TRUE,0.99
FL250361,Christopher Burton,MALE,56,Netherlands,Dutch,Data Analysis,9,40,2.6,FALSE,0.61
FL250362,Bradley Aguilar,MALE,41,Japan,Japanese,Data Analysis,22,50,1.6,TRUE,0.61
FL250363,Arthur Vasquez,MALE,25,Argentina,Spanish,Blockchain Development,5,30,2.3,FALSE,0.91
FL250364,Angela Castro,FEMALE,44,Canada,English,Cybersecurity,6,75,4.6,TRUE,0.72
FL250365,Summer Yoder,FEMALE,46,Australia,English,Web Development,26,100,2.1,FALSE,0.79
FL250366,Jackie Allen,FEMALE,40,South Korea,Korean,Blockchain Development,9,40,1.5,FALSE,0.96
FL250367,Brandon Williams,MALE,41,China,Mandarin,AI,9,40,1.7,TRUE,0.72
FL250368,Manuel Torres,MALE,31,Japan,Japanese,Data Analysis,11,40,3.3,FALSE,0.79
FL250369,Scott Keller,MALE,33,South Korea,Korean,Machine Learning,9,40,4.3,TRUE,0.63
FL250370,Deborah Brown,FEMALE,31,Brazil,Portuguese,Machine Learning,3,20,2.6,FALSE,0.79
FL250371,Jennifer Lara,FEMALE,49,Italy,Italian,Data Analysis,15,75,2.6,FALSE,0.83
FL250372,Jason Scott,MALE,35,Mexico,Spanish,Graphic Design,12,20,4.1,FALSE,0.94
FL250373,Gregory Garrison,MALE,45,India,Hindi,Data Analysis,19,40,2.2,TRUE,0.78
FL250374,Chelsea Anderson,FEMALE,39,Netherlands,Dutch,Data Analysis,13,30,1.1,TRUE,0.79
FL250375,Gerald Johnson,MALE,41,Argentina,Spanish,Blockchain Development,9,50,2.1,TRUE,0.82
FL250376,Kevin Ellis,MALE,24,Germany,German,Cybersecurity,3,30,2.3,FALSE,0.66
FL250377,Mitchell Keller,MALE,50,Australia,English,Graphic Design,26,40,3.6,TRUE,0.82
FL250378,Mary Brown,FEMALE,23,Germany,German,Machine Learning,4,20,4.7,TRUE,0.84
FL250379,Ronald Walls,MALE,27,Canada,English,Cybersecurity,8,20,4.8,FALSE,0.81
FL250380,Anthony Avila,MALE,58,South Africa,Afrikaans,AI,10,75,4.2,FALSE,0.71
FL250381,Douglas Goodwin,MALE,37,Italy,Italian,Machine Learning,5,40,4.8,TRUE,0.61
FL250382,James Mills,MALE,39,Spain,Spanish,Blockchain Development,18,75,4,TRUE,0.66
FL250383,Nicole Marks,FEMALE,46,Egypt,Arabic,Data Analysis,10,20,2.5,TRUE,0.97
FL250384,Phyllis Dawson,FEMALE,41,United Kingdom,English,UI/UX Design,0,20,4.8,FALSE,0.74
FL250385,Renee Arnold,FEMALE,39,Mexico,Spanish,Blockchain Development,21,30,4.7,FALSE,0.61
FL250386,Eric Robinson,MALE,59,Egypt,Arabic,Blockchain Development,25,20,4,FALSE,0.9
FL250387,Paul Brown,MALE,21,Netherlands,Dutch,DevOps,0,40,4.1,TRUE,0.97
FL250388,Sarah Proctor,FEMALE,23,Canada,English,DevOps,5,100,3.2,TRUE,0.79
FL250389,Matthew Hicks,MALE,27,Egypt,Arabic,Web Development,1,20,4.3,FALSE,0.76
FL250390,Christopher Black,MALE,27,China,Mandarin,Cybersecurity,4,40,4.4,FALSE,0.92
FL250391,Joanne Reyes,FEMALE,48,South Africa,Afrikaans,Data Analysis,21,40,2.3,FALSE,0.79
FL250392,Isaac Gray,MALE,21,South Africa,Afrikaans,AI,1,20,2.4,TRUE,0.66
FL250393,Joshua Roberts,MALE,37,Italy,Italian,DevOps,9,50,4.6,FALSE,0.83
FL250394,Elizabeth Estrada,FEMALE,31,Germany,German,UI/UX Design,10,50,0,FALSE,0.79
FL250395,Lori Malone,FEMALE,41,Egypt,Arabic,Blockchain Development,21,40,0,TRUE,0.79
FL250396,Anthony Huynh MD,MALE,31,Russia,Russian,Cybersecurity,0,20,4.2,TRUE,0.82
FL250397,Mindy York,FEMALE,58,Argentina,Spanish,Data Analysis,0,50,2.3,FALSE,0.77
FL250398,Ms. Christine Cherry,FEMALE,45,Netherlands,Dutch,Data Analysis,17,50,4.7,TRUE,0.73
FL250399,Daniel Foster,MALE,51,South Korea,Korean,Cybersecurity,5,40,3,TRUE,0.88
FL250400,Mr. David Valencia,MALE,54,United States,English,UI/UX Design,3,30,2.4,FALSE,0.81
FL250401,Ethan Adams,MALE,22,Russia,Russian,Data Analysis,1,20,1.7,FALSE,0.78
FL250402,Brett Moore,MALE,36,Turkey,Turkish,Cybersecurity,2,75,0,FALSE,0.92
FL250403,Phillip Griffin,MALE,50,Germany,German,DevOps,32,30,2.6,FALSE,0.64
FL250404,Stacie Wall,FEMALE,41,Australia,English,Blockchain Development,14,30,0,TRUE,0.78
FL250405,Jacob Austin,MALE,41,South Africa,Afrikaans,Web Development,10,20,1.8,TRUE,0.85
FL250406,Sabrina Davidson,FEMALE,51,Netherlands,Dutch,Cybersecurity,27,50,0,FALSE,0.78
FL250407,Dustin Douglas,MALE,21,France,French,AI,2,30,3.8,TRUE,0.98
FL250408,Steven Norris,MALE,51,Japan,Japanese,AI,33,40,0,TRUE,0.63
FL250409,Mindy Sullivan,FEMALE,37,Indonesia,Indonesian,Graphic Design,11,40,3.6,FALSE,0.73
FL250410,Elizabeth Stone,FEMALE,20,Spain,Spanish,Graphic Design,2,30,0,FALSE,0.94
FL250411,Diane Flores,FEMALE,50,Australia,English,Web Development,31,50,4.1,FALSE,0.81
FL250412,Jessica Erickson,FEMALE,58,Turkey,Turkish,Graphic Design,17,50,2.6,TRUE,0.61
FL250413,Sara Moses,FEMALE,40,Brazil,Portuguese,UI/UX Design,2,100,0,FALSE,0.79
FL250414,Allison Henderson,FEMALE,26,Egypt,Arabic,Web Development,2,20,1.3,FALSE,0.83
FL250415,Susan Dixon,FEMALE,44,South Korea,Korean,Cybersecurity,22,30,4.1,TRUE,0.79
FL250416,David Morrison,MALE,42,Mexico,Spanish,Machine Learning,8,50,2.4,FALSE,0.68
FL250417,Jason Carter,MALE,38,Mexico,Spanish,Data Analysis,9,50,0,FALSE,0.74
FL250418,James Jacobs,MALE,51,Egypt,Arabic,Web Development,32,100,4.4,FALSE,0.91
FL250419,Kathleen Quinn,FEMALE,36,France,French,AI,8,100,2.2,TRUE,0.97
FL250420,Natalie Frank MD,FEMALE,37,Australia,English,Mobile Apps,10,30,0,FALSE,0.96
FL250421,Michael Reed,MALE,31,South Africa,Afrikaans,DevOps,0,50,1.1,TRUE,0.73
FL250422,Sheila Smith,FEMALE,47,India,Hindi,Cybersecurity,22,40,1.4,TRUE,0.72
FL250423,Morgan Ford,FEMALE,60,Mexico,Spanish,UI/UX Design,34,100,0,TRUE,0.74
FL250424,Linda Schultz,FEMALE,48,Argentina,Spanish,Mobile Apps,5,30,1.5,FALSE,0.79
FL250425,Regina Daniel,FEMALE,24,India,Hindi,AI,3,20,0,TRUE,0.79
FL250426,Allison Perkins,FEMALE,35,Netherlands,Dutch,Machine Learning,10,75,0,FALSE,0.74
FL250427,Bradley Weaver,MALE,35,United States,English,DevOps,9,100,3.5,TRUE,0.71
FL250428,Sarah Hall,FEMALE,29,Netherlands,Dutch,UI/UX Design,6,40,4.8,FALSE,0.83
FL250429,Diana Walton,FEMALE,36,Italy,Italian,Machine Learning,1,75,2.6,FALSE,0.63
FL250430,Donna Davis,FEMALE,44,Canada,English,AI,0,40,4.8,FALSE,0.84
FL250431,Christopher Mcclain,MALE,44,South Africa,Afrikaans,Web Development,9,40,1.4,FALSE,0.93
FL250432,Dr. Paul Williamson,MALE,40,India,Hindi,AI,13,100,1.1,TRUE,0.79
FL250433,Barbara Brown,FEMALE,53,Netherlands,Dutch,Machine Learning,13,50,3.3,TRUE,0.93
FL250434,Kimberly Allen,FEMALE,35,Germany,German,Blockchain Development,0,30,4.6,FALSE,0.97
FL250435,Elizabeth Edwards,FEMALE,27,Argentina,Spanish,Machine Learning,7,75,2.8,TRUE,0.92
FL250436,Anthony Downs,MALE,34,Australia,English,DevOps,6,50,5,TRUE,0.92
FL250437,Jack Ortega,MALE,24,India,Hindi,Cybersecurity,2,75,4.7,FALSE,0.68
FL250438,Marvin Moore,MALE,57,United States,English,UI/UX Design,13,100,3.5,FALSE,0.95
FL250439,Tony French,MALE,28,South Korea,Korean,UI/UX Design,7,100,4.3,FALSE,0.76
FL250440,Stacy Hudson,FEMALE,26,Italy,Italian,DevOps,7,100,3.3,TRUE,0.66
FL250441,Scott Washington,MALE,34,Argentina,Spanish,Mobile Apps,15,75,2.6,FALSE,0.73
FL250442,Timothy Wright,MALE,43,Japan,Japanese,AI,9,20,2.8,FALSE,0.99
FL250443,Joseph Gonzalez,MALE,31,China,Mandarin,Graphic Design,5,40,2.7,TRUE,0.94
FL250444,Andrea Perez,FEMALE,34,China,Mandarin,Blockchain Development,9,50,0,FALSE,0.84
FL250445,Angel Collins,FEMALE,32,Russia,Russian,Cybersecurity,10,20,2.6,TRUE,0.92
FL250446,Daniel Terry,MALE,24,Egypt,Arabic,DevOps,6,75,4.3,TRUE,0.79
FL250447,Steven Whitaker,MALE,35,United Kingdom,English,AI,8,50,2.6,FALSE,0.9
FL250448,Denise Neal,FEMALE,22,Australia,English,Mobile Apps,4,20,2.6,FALSE,0.73
FL250449,Amanda Jacobs,FEMALE,55,Egypt,Arabic,AI,3,100,2.6,TRUE,0.73
FL250450,Karen Mercer,FEMALE,54,Argentina,Spanish,Machine Learning,9,30,2.9,TRUE,0.78
FL250451,Lindsay Hudson,FEMALE,36,Netherlands,Dutch,Cybersecurity,11,30,0,TRUE,0.63
FL250452,Stephanie Armstrong,FEMALE,36,Netherlands,Dutch,AI,17,50,1.3,FALSE,0.64
FL250453,Dr. Jessica Campbell,FEMALE,25,Argentina,Spanish,Web Development,1,75,0,TRUE,0.79
FL250454,Curtis Maxwell,MALE,46,Indonesia,Indonesian,AI,16,20,4.8,TRUE,0.86
FL250455,Adam Kelly PhD,MALE,41,Argentina,Spanish,Machine Learning,11,40,2.4,FALSE,0.79
FL250456,Julie Becker,FEMALE,21,Russia,Russian,Mobile Apps,3,100,4.7,FALSE,0.96
FL250457,James Moore,MALE,29,United States,English,Graphic Design,9,75,2,FALSE,0.79
FL250458,Danielle Barrera,FEMALE,44,United States,English,Mobile Apps,3,50,2.2,FALSE,0.77
FL250459,David Sanchez,MALE,40,Canada,English,Machine Learning,1,100,2.1,TRUE,0.79
FL250460,Tiffany Bowman,FEMALE,27,Egypt,Arabic,Data Analysis,1,30,1.7,FALSE,0.65
FL250461,Jesus Quinn,MALE,53,France,French,Mobile Apps,35,40,5,TRUE,0.62
FL250462,Mr. Danny Morris DDS,MALE,20,Turkey,Turkish,Data Analysis,1,50,2.9,FALSE,0.81
FL250463,Nicole York,FEMALE,41,Japan,Japanese,DevOps,12,50,4.1,TRUE,0.62
FL250464,John Mathis,MALE,26,Mexico,Spanish,Web Development,8,40,4.9,FALSE,0.87
FL250465,Julie Barnett,FEMALE,49,Brazil,Portuguese,Machine Learning,13,100,2.5,FALSE,0.79
FL250466,Jasmine Harris,FEMALE,20,Egypt,Arabic,Data Analysis,0,30,0,TRUE,0.76
FL250467,Mary Henry,FEMALE,39,China,Mandarin,Blockchain Development,11,100,2.8,FALSE,0.7
FL250468,Judith Riggs,FEMALE,41,China,Mandarin,Machine Learning,19,100,3.8,TRUE,0.71
FL250469,Justin Ruiz,MALE,59,Canada,English,Mobile Apps,30,30,4.3,TRUE,0.83
FL250470,Jennifer Sullivan,FEMALE,45,Australia,English,Blockchain Development,8,40,0,FALSE,0.78
FL250471,Jesse Moran,MALE,22,Indonesia,Indonesian,Cybersecurity,0,40,1.3,TRUE,0.78
FL250472,Monica Smith,FEMALE,48,India,Hindi,Mobile Apps,7,50,4.7,TRUE,0.6
FL250473,Ian May,MALE,36,France,French,Blockchain Development,11,40,1.3,TRUE,0.79
FL250474,Kayla Meyers,FEMALE,57,China,Mandarin,Blockchain Development,9,75,4.8,TRUE,0.79
FL250475,John Bray,MALE,42,United States,English,UI/UX Design,14,30,1.3,FALSE,0.94
FL250476,James Smith,MALE,31,Indonesia,Indonesian,Cybersecurity,11,50,4.3,FALSE,0.62
FL250477,Mark Duncan,MALE,52,Spain,Spanish,Cybersecurity,31,30,2.6,TRUE,0.79
FL250478,Matthew Gay,MALE,56,Netherlands,Dutch,DevOps,16,30,0,TRUE,0.79
FL250479,Cheryl Freeman,FEMALE,24,Netherlands,Dutch,DevOps,6,30,0,TRUE,0.84
FL250480,Patrick Welch,MALE,48,Canada,English,DevOps,21,75,2.7,TRUE,0.79
FL250481,Craig Levine,MALE,59,France,French,Cybersecurity,13,40,2.4,FALSE,0.65
FL250482,Richard Harvey,MALE,41,United Kingdom,English,Web Development,9,40,1.9,TRUE,0.94
FL250483,Bonnie Sherman,FEMALE,41,Netherlands,Dutch,Mobile Apps,11,20,3.6,FALSE,0.69
FL250484,Keith Trujillo,MALE,25,Netherlands,Dutch,Mobile Apps,0,50,2.9,TRUE,0.65
FL250485,Corey Combs,MALE,31,Egypt,Arabic,Mobile Apps,2,75,2.8,FALSE,0.6
FL250486,Antonio King,MALE,40,Turkey,Turkish,DevOps,12,75,2.6,FALSE,0.79
FL250487,Amy Lee,FEMALE,48,Russia,Russian,Blockchain Development,13,100,2.7,FALSE,0.62
FL250488,Jennifer Rogers,FEMALE,24,South Africa,Afrikaans,Mobile Apps,6,30,1.1,TRUE,0.79
FL250489,Jeffrey Cooper,MALE,33,Indonesia,Indonesian,Web Development,10,30,0,TRUE,0.89
FL250490,Allison Williams,FEMALE,43,Brazil,Portuguese,UI/UX Design,2,40,0,TRUE,0.89
FL250491,Raymond Sherman,MALE,43,Spain,Spanish,Blockchain Development,4,50,0,TRUE,1
FL250492,Jennifer Nelson,FEMALE,33,Australia,English,Web Development,11,40,4.6,TRUE,0.79
FL250493,Jennifer Carter,FEMALE,49,Russia,Russian,UI/UX Design,14,40,1.5,FALSE,0.6
FL250494,Todd Williams,MALE,55,Canada,English,UI/UX Design,10,40,2,FALSE,0.85
FL250495,Emily Horton,FEMALE,33,South Korea,Korean,Graphic Design,3,40,1.6,FALSE,0.83
FL250496,Lance Lester,MALE,32,Argentina,Spanish,AI,3,30,1.5,FALSE,0.96
FL250497,Kevin Flores,MALE,58,Netherlands,Dutch,Blockchain Development,33,40,4.1,TRUE,0.83
FL250498,Aaron Stewart PhD,MALE,49,Indonesia,Indonesian,Data Analysis,24,100,4.7,FALSE,0.6
FL250499,Robin Moore,FEMALE,22,Russia,Russian,UI/UX Design,3,100,3.6,TRUE,0.78
FL250500,Suzanne Ingram,FEMALE,40,Egypt,Arabic,Web Development,11,20,1.8,TRUE,0.9
FL250501,Jacob Mclaughlin,MALE,55,Australia,English,Data Analysis,7,100,2.1,FALSE,0.66
FL250502,Michael Nunez,MALE,32,Mexico,Spanish,DevOps,1,50,2.6,TRUE,0.7
FL250503,Isabel Brown,FEMALE,21,Japan,Japanese,UI/UX Design,0,30,4.2,TRUE,0.79
FL250504,Michael Stein,MALE,23,South Korea,Korean,Blockchain Development,1,40,0,FALSE,0.64
FL250505,Robert Stone,MALE,21,United Kingdom,English,Mobile Apps,1,30,1,FALSE,0.81
FL250506,Dillon Henry,MALE,31,Argentina,Spanish,AI,7,75,4.4,FALSE,0.83
FL250507,James Todd,MALE,21,Mexico,Spanish,Blockchain Development,9,40,4,FALSE,0.91
FL250508,Clifford Moore MD,MALE,33,United Kingdom,English,Cybersecurity,6,50,3.1,FALSE,0.79
FL250509,John Rios,MALE,57,Brazil,Portuguese,Web Development,5,75,1.1,TRUE,0.77
FL250510,Anthony Gaines,MALE,52,United States,English,DevOps,17,75,0,FALSE,0.94
FL250511,Kristi Brown DVM,FEMALE,21,Germany,German,Web Development,0,20,3.8,TRUE,0.61
FL250512,Ashley Odonnell,FEMALE,36,Argentina,Spanish,UI/UX Design,8,100,1.7,FALSE,0.68
FL250513,Ronald Elliott,MALE,33,Spain,Spanish,Machine Learning,13,50,2.2,FALSE,0.7
FL250514,Lorraine Lowery,FEMALE,54,United Kingdom,English,Data Analysis,15,40,4.1,TRUE,0.71
FL250515,Victoria Chapman,FEMALE,33,United States,English,Blockchain Development,2,100,3.8,FALSE,0.79
FL250516,Heather Davis,FEMALE,36,Japan,Japanese,Machine Learning,9,30,0,TRUE,0.78
FL250517,Diana Chase,FEMALE,36,Turkey,Turkish,AI,3,50,0,FALSE,0.75
FL250518,Danielle Adkins,FEMALE,43,China,Mandarin,AI,15,20,4.2,TRUE,0.91
FL250519,Kenneth Arias,MALE,52,United Kingdom,English,Data Analysis,21,75,2.2,TRUE,0.66
FL250520,Victoria Owen,FEMALE,28,Indonesia,Indonesian,Cybersecurity,2,75,1.5,TRUE,0.68
FL250521,Christina King,FEMALE,47,China,Mandarin,Cybersecurity,21,100,0,FALSE,0.79
FL250522,Samantha King,FEMALE,30,France,French,DevOps,0,100,4.1,FALSE,0.62
FL250523,Scott Compton,MALE,36,Egypt,Arabic,Blockchain Development,4,40,2.6,FALSE,0.9
FL250524,Monica West,FEMALE,45,United States,English,UI/UX Design,23,100,2.4,FALSE,0.96
FL250525,Theresa Stewart,FEMALE,51,United States,English,Blockchain Development,25,50,1.4,TRUE,0.6
FL250526,Steven Kim,MALE,46,Turkey,Turkish,Mobile Apps,10,40,4.6,TRUE,0.62
FL250527,Kristi Knight,FEMALE,38,Italy,Italian,Data Analysis,18,40,4.9,FALSE,0.74
FL250528,Jason Bryant,MALE,26,Spain,Spanish,Blockchain Development,1,20,0,TRUE,0.79
FL250529,Maureen Keith,FEMALE,40,United Kingdom,English,DevOps,12,30,3.5,FALSE,0.98
FL250530,Shawn Hogan,MALE,37,Germany,German,Machine Learning,9,40,1.7,TRUE,0.63
FL250531,William Davis,MALE,28,Canada,English,Blockchain Development,5,50,0,TRUE,0.96
FL250532,Stacy Bailey,FEMALE,48,India,Hindi,Mobile Apps,28,20,0,FALSE,0.88
FL250533,Thomas Dixon,MALE,22,India,Hindi,AI,0,40,4.6,FALSE,0.79
FL250534,Maria Hall,FEMALE,41,Germany,German,Web Development,14,40,1.1,TRUE,0.73
